vendor_id,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_doing_business_as_name,cage_code,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,contracting_officers_determination_of_business_size_code,contracting_officers_determination_of_business_size,source_transaction_count,recipient_name_variant_count,address_variant_count
UEI:G7RPMR7GT9P9,G7RPMR7GT9P9,,OTIS ELEVATOR COMPANY,OTIS ELEVATOR COMPANY,,7F941,QLWFDF6GD1E5,,OTIS WORLDWIDE CORPORATION,USA,ONE CARRIER PLACE,,FARMINGTON,CAPITOL,CT,060322562,O,OTHER THAN SMALL BUSINESS,16,1,3
UEI:PEJLPYPC4143,PEJLPYPC4143,,KAU INC,"KAU, INC.",,4N1C3,YJFJSL5FMGH4,,KAU INC,USA,2625 WHEATLAND WOODS DR,,FREDERICKSBURG,SPOTSYLVANIA,VA,224080801,S,SMALL BUSINESS,11,1,1
UEI:CW9EYATMTJT8,CW9EYATMTJT8,,OCULUS INC.,OCULUS INC.,,3GR36,CW9EYATMTJT8,,OCULUS INC.,USA,1 S MEMORIAL DR STE 1500,,SAINT LOUIS,ST. LOUIS (CITY),MO,631022453,S,SMALL BUSINESS,11,1,1
UEI:R3MWSHM838U7,R3MWSHM838U7,,ADELANTO GROUP INC,ADELANTO GROUP INC,,8JCP3,R3MWSHM838U7,,ADELANTO GROUP INC,USA,31493 PASEO CHRISTINA,,SAN JUAN CAPISTRANO,ORANGE,CA,926755520,S,SMALL BUSINESS,1,1,1
UEI:KYW1KHDGVYJ5,KYW1KHDGVYJ5,,"BORDER DEMOLITION AND ENVIRONMENTAL, INC.","BORDER DEMOLITION AND ENVIRONMENTAL, INC.",,1RSW0,KYW1KHDGVYJ5,,"BORDER DEMOLITION AND ENVIRONMENTAL, INC.",USA,1004 DIESEL DR,,EL PASO,EL PASO,TX,799073100,S,SMALL BUSINESS,19,1,1
UEI:XZ9TJMNFMVH8,XZ9TJMNFMVH8,,CORPORATE INTERIORS INC,"CORPORATE INTERIORS, INC.",,02DM9,XZ9TJMNFMVH8,,CORPORATE INTERIORS INC,USA,223 LISA DR,,NEW CASTLE,NEW CASTLE,DE,197204193,S,SMALL BUSINESS,36,1,1
UEI:VR4SAPFKA6J7,VR4SAPFKA6J7,,"B3 CONSTRUCTION, INC","B3 CONSTRUCTION, INC",,7VTJ0,VR4SAPFKA6J7,,"B3 CONSTRUCTION, INC",USA,2454 EDDING DR,,LEMON GROVE,SAN DIEGO,CA,919453114,S,SMALL BUSINESS,20,1,2
UEI:FMHCHFPKMLZ4,FMHCHFPKMLZ4,,POTOMAC ELECTRIC POWER CO,POTOMAC ELECTRIC POWER CO,,3S638,FMHCHFPKMLZ4,,POTOMAC ELECTRIC POWER CO,USA,701 9TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200014572,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:ERXPSXRDF1V5,ERXPSXRDF1V5,,"DYNAMIC DRAIN TECHNOLOGIES, LLC","DYNAMIC DRAIN TECHNOLOGIES, LLC",,5GC15,ERXPSXRDF1V5,,"DYNAMIC DRAIN TECHNOLOGIES, LLC",USA,2375 S DOVE ST,,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144644,S,SMALL BUSINESS,1,1,1
UEI:ZNKDZJ9KULL7,ZNKDZJ9KULL7,,COAKLEY BROTHERS COMPANY,COAKLEY BROTHERS COMPANY,,38NX3,ZNKDZJ9KULL7,,COAKLEY BROTHERS COMPANY,USA,400 S 5TH ST,,MILWAUKEE,MILWAUKEE,WI,532041554,S,SMALL BUSINESS,5,1,1
UEI:ENJ3S1LZF839,ENJ3S1LZF839,,"SAW CONTRACTING, INC.","SAW CONTRACTING, INC.",,6ZRP1,ENJ3S1LZF839,,"SAW CONTRACTING, INC.",USA,760 LYNNHAVEN PKWY STE 210,,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234527325,S,SMALL BUSINESS,34,1,2
UEI:JBB5Q6BD46T1,JBB5Q6BD46T1,,HEARTLAND GOODWILL ENTERPRISES,HEARTLAND GOODWILL ENTERPRISES,,6YNM5,JBB5Q6BD46T1,,HEARTLAND GOODWILL ENTERPRISES,USA,8200 6TH ST SW,,CEDAR RAPIDS,LINN,IA,524047029,O,OTHER THAN SMALL BUSINESS,4,1,2
UEI:KK44V7MNYE83,KK44V7MNYE83,,"G. H. FORBES ASSOCIATES ARCHITECTS, P.C.","G. H. FORBES ASSOCIATES ARCHITECTS, P.C.",,3L9H2,KK44V7MNYE83,,"G. H. FORBES ASSOCIATES ARCHITECTS, P.C.",USA,816 E 4TH ST,,ROYAL OAK,OAKLAND,MI,480672869,S,SMALL BUSINESS,50,1,2
UEI:M6DDZ23QKFM1,M6DDZ23QKFM1,,"CROMWELL ARCHITECTS ENGINEERS, INC.","CROMWELL ARCHITECTS ENGINEERS, INC.",,2J266,F1UBTJ9P7ES9,,"CROMWELL ARCHITECTS ENGINEERS, INC.",USA,1300 E 6TH ST,,LITTLE ROCK,PULASKI,AR,722022714,O,OTHER THAN SMALL BUSINESS,26,1,1
UEI:JAZFHNHD9KD5,JAZFHNHD9KD5,,"LIQUIDSPACE, INC.","LIQUIDSPACE, INC.",,845M9,JAZFHNHD9KD5,,"LIQUIDSPACE, INC.",USA,208 SPRUECE ST UNIT 301,,KETCHUM,BLAINE,ID,83340,S,SMALL BUSINESS,7,1,2
UEI:NE9KSKUZ8CW9,NE9KSKUZ8CW9,,"JONES LANG LASALLE AMERICAS, INC.","JONES LANG LASALLE AMERICAS, INC.",,3FYV9,NE9KSKUZ8CW9,,"JONES LANG LASALLE AMERICAS, INC.",USA,2020 K ST NW STE 1100,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200061806,O,OTHER THAN SMALL BUSINESS,37,1,3
UEI:N6MMPN1BBZL7,N6MMPN1BBZL7,,FRONTLINE ENTERPRISES LLC,"FRONTLINE ENTERPRISES, LLC",,3YRZ9,N6MMPN1BBZL7,,FRONTLINE ENTERPRISES LLC,USA,2805 GUNARETTE WAY,,SILVER SPRING,MONTGOMERY,MD,209061865,S,SMALL BUSINESS,32,1,1
UEI:FLWDJQUDCH54,FLWDJQUDCH54,,"AIR CONTROL, INC.","AIR CONTROL, INC.",AIR CONTROL INC,0ECA0,FLWDJQUDCH54,,"AIR CONTROL, INC.",USA,80 14TH AVE N,,CLINTON,CLINTON,IA,527322928,S,SMALL BUSINESS,20,1,1
UEI:QMN3XHXACFN7,QMN3XHXACFN7,,MARBLE FAIRBANKS ARCHITECTS,MARBLE FAIRBANKS,,5J4Z8,QMN3XHXACFN7,,MARBLE FAIRBANKS ARCHITECTS,USA,27 W 20TH ST STE 1001,,NEW YORK,NEW YORK,NY,100113724,S,SMALL BUSINESS,13,1,2
UEI:P4WQHMJ5SEB5,P4WQHMJ5SEB5,,M WILKINSON CONSTRUCTION COMPANY,M WILKINSON CONSTRUCTION COMPANY,,857Y8,P4WQHMJ5SEB5,,M WILKINSON CONSTRUCTION COMPANY,USA,101 ROUTE 130 S STE 400,,CINNAMINSON,BURLINGTON,NJ,080772845,S,SMALL BUSINESS,20,1,1
UEI:EL78MWK9H5S5,EL78MWK9H5S5,,"THE FILTRINE MANUFACTURING COMPANY, INC.","THE FILTRINE MANUFACTURING COMPANY, INC.",,22280,EL78MWK9H5S5,,"THE FILTRINE MANUFACTURING COMPANY, INC.",USA,15 KIT ST,,KEENE,CHESHIRE,NH,034315911,S,SMALL BUSINESS,2,1,1
UEI:XE68Z7CJJ323,XE68Z7CJJ323,,"CMI MANAGEMENT, LLC","CMI MANAGEMENT, LLC",,0YSJ1,PMVRANMNDBP1,,CMI MANAGEMENT  LLC,USA,"5285 SHAWNEE ROAD, SUITE 510",,ALEXANDRIA,FAIRFAX,VA,223122334,S,SMALL BUSINESS,67,1,1
UEI:NKUFT4RGWYE3,NKUFT4RGWYE3,,ROMANA PROSPERITY CONSTRUCTION CORPORATION,ROMANA PROSPERITY CONSTRUCTION CORPORATION,,6KC78,NKUFT4RGWYE3,,ROMANA PROSPERITY CONSTRUCTION CORPORATION,USA,13117 TURKEY BRANCH PKWY,,ROCKVILLE,MONTGOMERY,MD,208533346,S,SMALL BUSINESS,42,1,1
UEI:XPA7TJ5WV4B3,XPA7TJ5WV4B3,,JACKOLA ENGINEERING & ARCHITECTURE PC,"JACKOLA ENGINEERING & ARCHITECTURE, P.C.",,52YX0,XPA7TJ5WV4B3,,JACKOLA ENGINEERING & ARCHITECTURE PC,USA,2250 HIGHWAY 93 S,,KALISPELL,FLATHEAD,MT,599017530,S,SMALL BUSINESS,9,1,1
UEI:QGBBMLXNBN24,QGBBMLXNBN24,,MOS-SDAC JV LLC,MOS-SDAC JV LLC,,9Z5R6,QGBBMLXNBN24,,MOS-SDAC JV LLC,USA,5468 STONE COVE DR SW,,ATLANTA,FULTON,GA,303318927,S,SMALL BUSINESS,1,1,1
UEI:UKS1UBFKBW59,UKS1UBFKBW59,,"RADICE ENTERPRISES, LLC","RADICE ENTERPRISES, LLC",,5CZE7,UKS1UBFKBW59,,"RADICE ENTERPRISES, LLC",USA,9810 CARTER RD,,BETHESDA,MONTGOMERY,MD,208171413,S,SMALL BUSINESS,1,1,1
UEI:KP7QFQVH4QL8,KP7QFQVH4QL8,,THE IMPACT GROUP LLC,THE IMPACT GROUP LLC,,7K5C0,KP7QFQVH4QL8,,THE IMPACT GROUP LLC,USA,3102 35TH ST NE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200181628,S,SMALL BUSINESS,4,1,2
UEI:FLZPT7T3Y968,FLZPT7T3Y968,,FRONTLINE KING GEORGE JV LLC,FRONTLINE KING GEORGE JV LLC,,8KLM8,FLZPT7T3Y968,,FRONTLINE KING GEORGE JV LLC,USA,2805 GUNARETTE WAY,,SILVER SPRING,MONTGOMERY,MD,209061865,S,SMALL BUSINESS,7,1,1
UEI:HCXGD55NNBA3,HCXGD55NNBA3,,WEIL CONSTRUCTION INC,"WEIL CONSTRUCTION, INC.",,4AXG4,JB7RHWKX5327,,WEIL CONSTRUCTION INC,USA,3344 PRINCETON DR NE,,ALBUQUERQUE,BERNALILLO,NM,871072014,S,SMALL BUSINESS,25,1,1
UEI:H2RGSKWXKHQ5,H2RGSKWXKHQ5,,"AMENTUM TECHNOLOGY, INC.",JACOBS TECHNOLOGY INC.,,07486,TU4KCXMM9AP6,,"PAE-PARSONS GLOBAL LOGISTICS SERVICES, LLC",USA,600 WILLIAM NORTHERN BLVD,,TULLAHOMA,COFFEE,TN,373884729,O,OTHER THAN SMALL BUSINESS,55,1,1
UEI:X9S1B5NMYKT9,X9S1B5NMYKT9,,GMW CONSTRUCTION LLC,GMW CONSTRUCTION LLC,,7Q7H9,X9S1B5NMYKT9,,GMW CONSTRUCTION LLC,USA,1470 ELMWOOD AVE,,SHARON HILL,DELAWARE,PA,190792207,S,SMALL BUSINESS,11,1,1
UEI:HACESFB4R759,HACESFB4R759,,TYSON PROJECT MANAGEMENT GROUP LLC,"TYSON PROJECT MANAGEMENT GROUP, LLC",,5EPQ6,HACESFB4R759,,TYSON PROJECT MANAGEMENT GROUP LLC,USA,8201 CORPORATE DR,STE 800,HYATTSVILLE,PRINCE GEORGE'S,MD,20785,S,SMALL BUSINESS,11,1,1
UEI:KWJZY6SL1EJ3,KWJZY6SL1EJ3,,SALMON JV INC,SALMON JV INC,,9QPL1,KWJZY6SL1EJ3,,SALMON JV INC,USA,1255 UNION ST NE STE 700,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200028494,S,SMALL BUSINESS,20,1,1
UEI:VZ7NXF5HQ269,VZ7NXF5HQ269,,"FEDCAP REHABILITATION SERVICES, INC","FEDCAP REHABILITATION SERVICES, INC",,8A849,VZ7NXF5HQ269,,"FEDCAP REHABILITATION SERVICES, INC",USA,633 3RD AVE FL 6,,NEW YORK,NEW YORK,NY,100176733,O,OTHER THAN SMALL BUSINESS,216,1,2
UEI:EPUXNLX5EYC4,EPUXNLX5EYC4,,"AECOM TECHNICAL SERVICES, INC.","AECOM TECHNICAL SERVICES, INC.",,4L767,EPUXNLX5EYC4,,"AECOM TECHNICAL SERVICES, INC.",USA,300 S GRAND AVE SUITE 900,,LOS ANGELES,LOS ANGELES,CA,900713135,O,OTHER THAN SMALL BUSINESS,116,1,5
UEI:ZJQFFPPKZXK3,ZJQFFPPKZXK3,,BUREAU VERITAS TECHNICAL ASSESSMENTS LLC,BUREAU VERITAS TECHNICAL ASSESSMENTS LLC,,1RHL6,ZJQFFPPKZXK3,,BUREAU VERITAS TECHNICAL ASSESSMENTS LLC,USA,6021 UNIVERSITY BLVD STE 200,,ELLICOTT CITY,HOWARD,MD,210436084,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:HSJ8BLVJ4XQ9,HSJ8BLVJ4XQ9,,"CENTERRA INTEGRATED FACILITIES SERVICES, LLC","CENTERRA INTEGRATED FACILITIES SERVICES, LLC",,4YXS0,HSJ8BLVJ4XQ9,,"CENTERRA INTEGRATED FACILITIES SERVICES, LLC",USA,13530 DULLES TECHNOLOGY DR SUITE 500,,HERNDON,FAIRFAX,VA,201714642,O,OTHER THAN SMALL BUSINESS,25,1,2
UEI:ZXKEJSZNMDU7,ZXKEJSZNMDU7,,"THE KLEANE KARE TEAM, INC.","KLEANE KARE TEAM, INC., THE",,1RYL1,ZXKEJSZNMDU7,,"THE KLEANE KARE TEAM, INC.",USA,5729 S LABURNUM AVE,,HENRICO,HENRICO,VA,232314431,S,SMALL BUSINESS,20,1,1
UEI:ZVX7ZJ5WZ576,ZVX7ZJ5WZ576,,"MELWOOD HORTICULTURAL TRAINING CENTER, INC.","MELWOOD HORTICULTURAL TRAINING CENTER, INC.",,2V388,ZVX7ZJ5WZ576,,"MELWOOD HORTICULTURAL TRAINING CENTER, INC.",USA,5606 DOWER HOUSE RD,,UPPER MARLBORO,PRINCE GEORGE'S,MD,207723699,O,OTHER THAN SMALL BUSINESS,65,1,1
UEI:M7VKUNYXLKW6,M7VKUNYXLKW6,,"COMPLETE BUILDING CONTROLS, INC.","COMPLETE BUILDING CONTROLS, INC.",,9LK54,M7VKUNYXLKW6,,"COMPLETE BUILDING CONTROLS, INC.",USA,16 VALERIE LN,,DANBURY,WESTERN CONNECTICUT,CT,068114961,S,SMALL BUSINESS,8,1,1
